file,steps,details,size
frontend\src\pages\HomePage.tsx,Topography & DEM; Soil; Climate; Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Livelihood & Rural Development; General/Simulation,"{""Topography & DEM"": 1, ""Soil"": 1, ""Climate"": 1, ""Carbon & RothC"": 1, ""Plant Selection & Crop Modeling"": 1, ""Irrigation & Water Requirement"": 1, ""Livelihood & Rural Development"": 1, ""General/Simulation"": 2}",2274
frontend\src\pages\LandProfiles.tsx,Land Recognition & GIS; Topography & DEM; Soil; Carbon & RothC,"{""Land Recognition & GIS"": 1, ""Topography & DEM"": 3, ""Soil"": 2, ""Carbon & RothC"": 1}",458
frontend\src\pages\Mission.tsx,Water Resources; Carbon & RothC; General/Simulation,"{""Water Resources"": 1, ""Carbon & RothC"": 3, ""General/Simulation"": 4}",1789
frontend\src\pages\ModelsLibrary.tsx,Soil; Water Resources; Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; General/Simulation,"{""Soil"": 1, ""Water Resources"": 3, ""Carbon & RothC"": 2, ""Plant Selection & Crop Modeling"": 3, ""Irrigation & Water Requirement"": 2, ""General/Simulation"": 1}",756
frontend\src\pages\Privacy.tsx,Climate; General/Simulation,"{""Climate"": 1, ""General/Simulation"": 1}",1481
frontend\src\pages\Reports.tsx,Water Resources; General/Simulation,"{""Water Resources"": 1, ""General/Simulation"": 1}",448
frontend\src\pages\RothCModel.tsx,Soil; Climate; Carbon & RothC; Plant Selection & Crop Modeling; General/Simulation,"{""Soil"": 2, ""Climate"": 1, ""Carbon & RothC"": 4, ""Plant Selection & Crop Modeling"": 3, ""General/Simulation"": 2}",447
frontend\src\pages\SettingsPage.tsx,Climate; Carbon & RothC; General/Simulation,"{""Climate"": 1, ""Carbon & RothC"": 1, ""General/Simulation"": 3}",533
frontend\src\pages\Support.tsx,Land Recognition & GIS; Water Resources; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Livelihood & Rural Development,"{""Land Recognition & GIS"": 1, ""Water Resources"": 1, ""Plant Selection & Crop Modeling"": 1, ""Irrigation & Water Requirement"": 1, ""Livelihood & Rural Development"": 2}",1693
frontend\src\pages\SWATModel.tsx,Soil; Water Resources; Erosion (RUSLE); Plant Selection & Crop Modeling; General/Simulation,"{""Soil"": 1, ""Water Resources"": 5, ""Erosion (RUSLE)"": 1, ""Plant Selection & Crop Modeling"": 1, ""General/Simulation"": 2}",349
frontend\src\pages\Terms.tsx,Carbon & RothC; Irrigation & Water Requirement; General/Simulation,"{""Carbon & RothC"": 1, ""Irrigation & Water Requirement"": 1, ""General/Simulation"": 1}",2105
frontend\src\pages\TerrainAnalysis.tsx,Land Recognition & GIS; Topography & DEM; Erosion (RUSLE),"{""Land Recognition & GIS"": 1, ""Topography & DEM"": 5, ""Erosion (RUSLE)"": 1}",383
frontend\src\pages\Visualization3D.tsx,Topography & DEM; Water Resources; Plant Selection & Crop Modeling; General/Simulation,"{""Topography & DEM"": 1, ""Water Resources"": 2, ""Plant Selection & Crop Modeling"": 2, ""General/Simulation"": 1}",424
frontend\src\pages\WatershedModel.tsx,Topography & DEM; Water Resources; Hydraulic & Structure Design,"{""Topography & DEM"": 2, ""Water Resources"": 5, ""Hydraulic & Structure Design"": 3}",463
scripts\setup\init_db.py,Land Recognition & GIS; Topography & DEM; Soil; General/Simulation,"{""Land Recognition & GIS"": 11, ""Topography & DEM"": 2, ""Soil"": 2, ""General/Simulation"": 3}",14751
scripts\setup\test_duckdb_spatial.py,Land Recognition & GIS,"{""Land Recognition & GIS"": 12}",1908
services\api_gateway\dependencies.py,Plant Selection & Crop Modeling,"{""Plant Selection & Crop Modeling"": 1}",496
services\api_gateway\main.py,Soil; Climate; Water Resources; Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Monitoring & Calibration; General/Simulation,"{""Soil"": 6, ""Climate"": 1, ""Water Resources"": 4, ""Carbon & RothC"": 5, ""Plant Selection & Crop Modeling"": 3, ""Irrigation & Water Requirement"": 1, ""Monitoring & Calibration"": 1, ""General/Simulation"": 3}",11198
services\auth\models.py,General/Simulation,"{""General/Simulation"": 1}",97
services\auth\models.py.bak_ai,General/Simulation,"{""General/Simulation"": 1}",638
services\auth\models.py.bak_audit,General/Simulation,"{""General/Simulation"": 6}",3091
services\auth\models.py.bak_audit_all,General/Simulation,"{""General/Simulation"": 6}",3214
services\auth\models.py.bak_auth_base,General/Simulation,"{""General/Simulation"": 6}",3270
services\auth\models.py.bak_auth_dynamic_final,General/Simulation,"{""General/Simulation"": 2}",2063
services\auth\models.py.bak_auth_missing,General/Simulation,"{""General/Simulation"": 1}",1478
services\auth\models.py.bak_central,General/Simulation,"{""General/Simulation"": 1}",638
services\auth\models.py.bak_final_auth_model,General/Simulation,"{""General/Simulation"": 1}",3203
services\auth\models.py.bak_final_env,General/Simulation,"{""General/Simulation"": 1}",282
services\auth\models.py.bak_hash,General/Simulation,"{""General/Simulation"": 6}",3091
services\auth\models.py.bak_recursion_fix,General/Simulation,"{""General/Simulation"": 1}",2465
services\bots\config.py,General/Simulation,"{""General/Simulation"": 2}",1204
services\bots\i18n.py,Land Recognition & GIS; Soil; Climate; Water Resources; Carbon & RothC; Plant Selection & Crop Modeling; General/Simulation,"{""Land Recognition & GIS"": 1, ""Soil"": 7, ""Climate"": 2, ""Water Resources"": 2, ""Carbon & RothC"": 3, ""Plant Selection & Crop Modeling"": 2, ""General/Simulation"": 8}",25198
services\bots\platforms.py,General/Simulation,"{""General/Simulation"": 1}",2618
services\carbon\oracle.py,Carbon & RothC,"{""Carbon & RothC"": 1}",1810
services\carbon\verification.py,Carbon & RothC; Optimization & Scenario,"{""Carbon & RothC"": 3, ""Optimization & Scenario"": 1}",3801
services\data_sources\copernicus_cds.py,Soil; Climate; Monitoring & Calibration,"{""Soil"": 7, ""Climate"": 5, ""Monitoring & Calibration"": 1}",8082
services\design_engine\irrigation_design_service.py,Land Recognition & GIS; Water Resources; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Hydraulic & Structure Design,"{""Land Recognition & GIS"": 4, ""Water Resources"": 1, ""Plant Selection & Crop Modeling"": 3, ""Irrigation & Water Requirement"": 11, ""Hydraulic & Structure Design"": 2}",6321
services\design_engine\water_structure_design_service.py,Land Recognition & GIS; Topography & DEM; Soil; Water Resources; Irrigation & Water Requirement; Hydraulic & Structure Design; Economy & Carbon MRV,"{""Land Recognition & GIS"": 5, ""Topography & DEM"": 1, ""Soil"": 2, ""Water Resources"": 3, ""Irrigation & Water Requirement"": 1, ""Hydraulic & Structure Design"": 9, ""Economy & Carbon MRV"": 2}",6559
services\ecowallet\distribution.py,Carbon & RothC; Livelihood & Rural Development,"{""Carbon & RothC"": 1, ""Livelihood & Rural Development"": 1}",1203
services\ecowallet\service.py,Soil; Carbon & RothC; Economy & Carbon MRV; Livelihood & Rural Development,"{""Soil"": 1, ""Carbon & RothC"": 1, ""Economy & Carbon MRV"": 1, ""Livelihood & Rural Development"": 2}",2611
services\field_monitoring\service.py,Land Recognition & GIS; Soil; Water Resources; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Hydraulic & Structure Design; Monitoring & Calibration,"{""Land Recognition & GIS"": 1, ""Soil"": 4, ""Water Resources"": 3, ""Plant Selection & Crop Modeling"": 2, ""Irrigation & Water Requirement"": 1, ""Hydraulic & Structure Design"": 1, ""Monitoring & Calibration"": 3}",5645
services\land\land_profile.py,Topography & DEM; General/Simulation,"{""Topography & DEM"": 1, ""General/Simulation"": 3}",5182
services\land\land_profile.py.bak_final_models,Topography & DEM; General/Simulation,"{""Topography & DEM"": 1, ""General/Simulation"": 3}",5183
services\land\land_profile.py.bak_flow,Topography & DEM; General/Simulation,"{""Topography & DEM"": 1, ""General/Simulation"": 3}",5183
services\land\land_profile.py.bak_model_fix,Topography & DEM; General/Simulation,"{""Topography & DEM"": 1, ""General/Simulation"": 3}",5177
services\land\land_profile.py.bak_model_robust,Topography & DEM; General/Simulation,"{""Topography & DEM"": 1, ""General/Simulation"": 3}",5183
services\land\service.py,Topography & DEM,"{""Topography & DEM"": 2}",6468
services\land\terrain_analysis.py,Topography & DEM; Irrigation & Water Requirement; General/Simulation,"{""Topography & DEM"": 5, ""Irrigation & Water Requirement"": 1, ""General/Simulation"": 2}",943
services\landscape\README.md,General/Simulation,"{""General/Simulation"": 2}",623
services\ledger\models.py,General/Simulation,"{""General/Simulation"": 4}",833
services\map_engine\base.py,Land Recognition & GIS; Topography & DEM; Soil; Climate; Water Resources; Erosion (RUSLE); Carbon & RothC; Plant Selection & Crop Modeling,"{""Land Recognition & GIS"": 17, ""Topography & DEM"": 3, ""Soil"": 3, ""Climate"": 1, ""Water Resources"": 4, ""Erosion (RUSLE)"": 2, ""Carbon & RothC"": 2, ""Plant Selection & Crop Modeling"": 1}",4504
services\map_engine\orchestrator.py,Land Recognition & GIS; Topography & DEM; Soil; Climate; Water Resources; Erosion (RUSLE); Plant Selection & Crop Modeling,"{""Land Recognition & GIS"": 8, ""Topography & DEM"": 2, ""Soil"": 2, ""Climate"": 1, ""Water Resources"": 3, ""Erosion (RUSLE)"": 1, ""Plant Selection & Crop Modeling"": 3}",10870
services\map_engine\smart_mapper.py,Land Recognition & GIS; Soil; Climate; Water Resources; Plant Selection & Crop Modeling; Irrigation & Water Requirement,"{""Land Recognition & GIS"": 1, ""Soil"": 2, ""Climate"": 1, ""Water Resources"": 5, ""Plant Selection & Crop Modeling"": 14, ""Irrigation & Water Requirement"": 13}",5364
services\map_engine\test_hydroma_motors.py,Land Recognition & GIS; Soil; Climate; Plant Selection & Crop Modeling; Economy & Carbon MRV,"{""Land Recognition & GIS"": 2, ""Soil"": 1, ""Climate"": 1, ""Plant Selection & Crop Modeling"": 5, ""Economy & Carbon MRV"": 1}",4335
services\marketplace\README.md,Plant Selection & Crop Modeling; General/Simulation,"{""Plant Selection & Crop Modeling"": 1, ""General/Simulation"": 1}",481
services\marketplace\service.py,Plant Selection & Crop Modeling,"{""Plant Selection & Crop Modeling"": 7}",12638
services\mobile_monitoring\service.py,Land Recognition & GIS; Soil; Water Resources; Hydraulic & Structure Design; Monitoring & Calibration,"{""Land Recognition & GIS"": 1, ""Soil"": 2, ""Water Resources"": 1, ""Hydraulic & Structure Design"": 1, ""Monitoring & Calibration"": 2}",6045
services\models\cpp_bridge.py,Soil; Climate,"{""Soil"": 1, ""Climate"": 1}",4045
services\models\land_models.py,Land Recognition & GIS; Topography & DEM,"{""Land Recognition & GIS"": 3, ""Topography & DEM"": 1}",2735
services\models\pinn_surrogate.py,Plant Selection & Crop Modeling; Irrigation & Water Requirement; General/Simulation,"{""Plant Selection & Crop Modeling"": 3, ""Irrigation & Water Requirement"": 1, ""General/Simulation"": 4}",3336
services\models\registry.py,Land Recognition & GIS; Topography & DEM; Soil; Climate; Water Resources; Erosion (RUSLE); Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Hydraulic & Structure Design; Optimization & Scenario; General/Simulation,"{""Land Recognition & GIS"": 2, ""Topography & DEM"": 14, ""Soil"": 36, ""Climate"": 39, ""Water Resources"": 21, ""Erosion (RUSLE)"": 10, ""Carbon & RothC"": 24, ""Plant Selection & Crop Modeling"": 16, ""Irrigation & Water Requirement"": 7, ""Hydraulic & Structure Design"": 2, ""Optimization & Scenario"": 8, ""General/Simulation"": 15}",23910
services\notification\models.py,General/Simulation,"{""General/Simulation"": 4}",881
services\reporting\models.py,General/Simulation,"{""General/Simulation"": 4}",859
services\satellite\cds.py,Climate,"{""Climate"": 12}",10133
services\satellite\copernicus.py,Land Recognition & GIS; Soil; Water Resources; Plant Selection & Crop Modeling; General/Simulation,"{""Land Recognition & GIS"": 11, ""Soil"": 1, ""Water Resources"": 2, ""Plant Selection & Crop Modeling"": 6, ""General/Simulation"": 1}",20833
services\satellite\era5_fetch.py,Climate,"{""Climate"": 9}",5936
services\satellite\monitoring_service.py,Land Recognition & GIS; Soil; Climate; Water Resources; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Monitoring & Calibration,"{""Land Recognition & GIS"": 1, ""Soil"": 2, ""Climate"": 1, ""Water Resources"": 2, ""Plant Selection & Crop Modeling"": 2, ""Irrigation & Water Requirement"": 1, ""Monitoring & Calibration"": 10}",8009
services\satellite\nasa_power.py,Climate; Irrigation & Water Requirement; Hydraulic & Structure Design; Livelihood & Rural Development,"{""Climate"": 22, ""Irrigation & Water Requirement"": 4, ""Hydraulic & Structure Design"": 1, ""Livelihood & Rural Development"": 1}",8758
services\satellite\open_meteo.py,Climate; Irrigation & Water Requirement,"{""Climate"": 3, ""Irrigation & Water Requirement"": 1}",4720
services\satellite\sentinel2_provider.py,Land Recognition & GIS; Soil; Climate; Water Resources; Erosion (RUSLE); Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement,"{""Land Recognition & GIS"": 9, ""Soil"": 8, ""Climate"": 10, ""Water Resources"": 6, ""Erosion (RUSLE)"": 2, ""Carbon & RothC"": 2, ""Plant Selection & Crop Modeling"": 25, ""Irrigation & Water Requirement"": 1}",40268
services\science\agrovoc.py,Land Recognition & GIS; Soil; Climate; Water Resources; Erosion (RUSLE); Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Monitoring & Calibration; General/Simulation,"{""Land Recognition & GIS"": 2, ""Soil"": 22, ""Climate"": 19, ""Water Resources"": 13, ""Erosion (RUSLE)"": 4, ""Carbon & RothC"": 17, ""Plant Selection & Crop Modeling"": 11, ""Irrigation & Water Requirement"": 5, ""Monitoring & Calibration"": 3, ""General/Simulation"": 5}",7556
services\science\citations.py,General/Simulation,"{""General/Simulation"": 10}",1570
services\science\datasets.py,Climate; Water Resources; Plant Selection & Crop Modeling; General/Simulation,"{""Climate"": 3, ""Water Resources"": 1, ""Plant Selection & Crop Modeling"": 1, ""General/Simulation"": 1}",2781
services\science\zenodo.py,Soil; Climate; Water Resources; Carbon & RothC; General/Simulation,"{""Soil"": 1, ""Climate"": 1, ""Water Resources"": 1, ""Carbon & RothC"": 1, ""General/Simulation"": 2}",3407
services\scientific_motors\aquacrop.py,Soil; Climate; Water Resources; Plant Selection & Crop Modeling; Irrigation & Water Requirement; General/Simulation,"{""Soil"": 2, ""Climate"": 1, ""Water Resources"": 14, ""Plant Selection & Crop Modeling"": 21, ""Irrigation & Water Requirement"": 6, ""General/Simulation"": 4}",9195
services\scientific_motors\base.py,Plant Selection & Crop Modeling; Irrigation & Water Requirement,"{""Plant Selection & Crop Modeling"": 2, ""Irrigation & Water Requirement"": 2}",3629
services\scientific_motors\biofertilizer.py,Land Recognition & GIS; Soil; Climate; Plant Selection & Crop Modeling; General/Simulation,"{""Land Recognition & GIS"": 4, ""Soil"": 23, ""Climate"": 1, ""Plant Selection & Crop Modeling"": 6, ""General/Simulation"": 1}",13135
services\scientific_motors\carbon_sequestration.py,Soil; Climate; Water Resources; Carbon & RothC; Plant Selection & Crop Modeling; Hydraulic & Structure Design; Economy & Carbon MRV; Livelihood & Rural Development; Monitoring & Calibration; General/Simulation,"{""Soil"": 5, ""Climate"": 4, ""Water Resources"": 1, ""Carbon & RothC"": 46, ""Plant Selection & Crop Modeling"": 10, ""Hydraulic & Structure Design"": 1, ""Economy & Carbon MRV"": 11, ""Livelihood & Rural Development"": 2, ""Monitoring & Calibration"": 2, ""General/Simulation"": 7}",23434
services\scientific_motors\core_integration.py,Carbon & RothC; Economy & Carbon MRV; General/Simulation,"{""Carbon & RothC"": 7, ""Economy & Carbon MRV"": 4, ""General/Simulation"": 2}",3113
services\scientific_motors\crop_advisor.py,Topography & DEM; Soil; Climate; Water Resources; Erosion (RUSLE); Plant Selection & Crop Modeling,"{""Topography & DEM"": 17, ""Soil"": 16, ""Climate"": 29, ""Water Resources"": 29, ""Erosion (RUSLE)"": 1, ""Plant Selection & Crop Modeling"": 76}",18759
services\scientific_motors\crop_database.py,Soil; Climate; Water Resources; Plant Selection & Crop Modeling; Irrigation & Water Requirement,"{""Soil"": 34, ""Climate"": 39, ""Water Resources"": 33, ""Plant Selection & Crop Modeling"": 11, ""Irrigation & Water Requirement"": 1}",40695
services\scientific_motors\erosion_rusle.py,Topography & DEM; Soil; Climate; Water Resources; Erosion (RUSLE); Plant Selection & Crop Modeling; Hydraulic & Structure Design; Economy & Carbon MRV; Monitoring & Calibration; General/Simulation,"{""Topography & DEM"": 58, ""Soil"": 32, ""Climate"": 1, ""Water Resources"": 1, ""Erosion (RUSLE)"": 30, ""Plant Selection & Crop Modeling"": 8, ""Hydraulic & Structure Design"": 2, ""Economy & Carbon MRV"": 3, ""Monitoring & Calibration"": 3, ""General/Simulation"": 1}",21477
services\scientific_motors\hecras.py,Topography & DEM; Climate; Water Resources; Hydraulic & Structure Design; General/Simulation,"{""Topography & DEM"": 66, ""Climate"": 1, ""Water Resources"": 6, ""Hydraulic & Structure Design"": 5, ""General/Simulation"": 6}",9072
services\scientific_motors\irrigation_scheduler.py,Soil; Climate; Water Resources; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Economy & Carbon MRV; General/Simulation,"{""Soil"": 5, ""Climate"": 1, ""Water Resources"": 14, ""Plant Selection & Crop Modeling"": 10, ""Irrigation & Water Requirement"": 21, ""Economy & Carbon MRV"": 5, ""General/Simulation"": 1}",13957
services\scientific_motors\land_capability.py,Land Recognition & GIS; Topography & DEM; Soil; Climate; Water Resources; Erosion (RUSLE); Plant Selection & Crop Modeling; Irrigation & Water Requirement; General/Simulation,"{""Land Recognition & GIS"": 2, ""Topography & DEM"": 64, ""Soil"": 11, ""Climate"": 1, ""Water Resources"": 1, ""Erosion (RUSLE)"": 9, ""Plant Selection & Crop Modeling"": 1, ""Irrigation & Water Requirement"": 1, ""General/Simulation"": 1}",12539
services\scientific_motors\mrv_system.py,Soil; Climate; Water Resources; Erosion (RUSLE); Carbon & RothC; Plant Selection & Crop Modeling; Economy & Carbon MRV; Livelihood & Rural Development; Monitoring & Calibration,"{""Soil"": 6, ""Climate"": 3, ""Water Resources"": 6, ""Erosion (RUSLE)"": 7, ""Carbon & RothC"": 27, ""Plant Selection & Crop Modeling"": 1, ""Economy & Carbon MRV"": 18, ""Livelihood & Rural Development"": 2, ""Monitoring & Calibration"": 29}",25088
services\scientific_motors\planting_calendar.py,Land Recognition & GIS; Soil; Climate; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Economy & Carbon MRV; General/Simulation,"{""Land Recognition & GIS"": 1, ""Soil"": 3, ""Climate"": 5, ""Plant Selection & Crop Modeling"": 24, ""Irrigation & Water Requirement"": 2, ""Economy & Carbon MRV"": 3, ""General/Simulation"": 1}",27114
services\scientific_motors\rothc.py,Soil; Climate; Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; General/Simulation,"{""Soil"": 6, ""Climate"": 1, ""Carbon & RothC"": 23, ""Plant Selection & Crop Modeling"": 13, ""Irrigation & Water Requirement"": 1, ""General/Simulation"": 4}",8815
services\scientific_motors\satellite_integration.py,Land Recognition & GIS; Topography & DEM; Soil; Climate; Erosion (RUSLE); Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement,"{""Land Recognition & GIS"": 1, ""Topography & DEM"": 1, ""Soil"": 9, ""Climate"": 1, ""Erosion (RUSLE)"": 4, ""Carbon & RothC"": 4, ""Plant Selection & Crop Modeling"": 18, ""Irrigation & Water Requirement"": 3}",11848
services\scientific_motors\swat_plus.py,Topography & DEM; Soil; Climate; Water Resources; Plant Selection & Crop Modeling; Irrigation & Water Requirement; General/Simulation,"{""Topography & DEM"": 11, ""Soil"": 14, ""Climate"": 5, ""Water Resources"": 25, ""Plant Selection & Crop Modeling"": 2, ""Irrigation & Water Requirement"": 2, ""General/Simulation"": 4}",7615
services\scientific_motors\test_lcc.py,Topography & DEM; Soil; Climate,"{""Topography & DEM"": 3, ""Soil"": 1, ""Climate"": 1}",2613
services\scientific_motors\whatif_engine.py,Climate; Water Resources; Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Optimization & Scenario; General/Simulation,"{""Climate"": 1, ""Water Resources"": 3, ""Carbon & RothC"": 2, ""Plant Selection & Crop Modeling"": 4, ""Irrigation & Water Requirement"": 1, ""Optimization & Scenario"": 8, ""General/Simulation"": 4}",6880
services\supabase\client.py,General/Simulation,"{""General/Simulation"": 1}",1928
services\supabase\models.py,Land Recognition & GIS; Carbon & RothC; Economy & Carbon MRV,"{""Land Recognition & GIS"": 1, ""Carbon & RothC"": 2, ""Economy & Carbon MRV"": 1}",1883
services\telegram_bot\bot.py,Soil; Erosion (RUSLE); Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement,"{""Soil"": 5, ""Erosion (RUSLE)"": 2, ""Carbon & RothC"": 15, ""Plant Selection & Crop Modeling"": 6, ""Irrigation & Water Requirement"": 1}",8346
services\telegram_bot\bot_proxy.py,General/Simulation,"{""General/Simulation"": 1}",3109
services\telegram_bot\config.py,General/Simulation,"{""General/Simulation"": 1}",1075
services\telegram_bot\formatters.py,Land Recognition & GIS; Soil; Climate; Erosion (RUSLE); Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; General/Simulation,"{""Land Recognition & GIS"": 3, ""Soil"": 3, ""Climate"": 14, ""Erosion (RUSLE)"": 8, ""Carbon & RothC"": 11, ""Plant Selection & Crop Modeling"": 7, ""Irrigation & Water Requirement"": 13, ""General/Simulation"": 1}",9960
services\telegram_bot\handlers.py,Land Recognition & GIS,"{""Land Recognition & GIS"": 1}",6563
services\telegram_bot\i18n.py,Land Recognition & GIS; Soil; Climate; Erosion (RUSLE); Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; General/Simulation,"{""Land Recognition & GIS"": 1, ""Soil"": 2, ""Climate"": 2, ""Erosion (RUSLE)"": 8, ""Carbon & RothC"": 10, ""Plant Selection & Crop Modeling"": 1, ""Irrigation & Water Requirement"": 8, ""General/Simulation"": 1}",6723
services\telegram_bot\integration.py,Erosion (RUSLE); Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Economy & Carbon MRV; Monitoring & Calibration,"{""Erosion (RUSLE)"": 1, ""Carbon & RothC"": 4, ""Plant Selection & Crop Modeling"": 3, ""Irrigation & Water Requirement"": 1, ""Economy & Carbon MRV"": 5, ""Monitoring & Calibration"": 2}",7034
services\telegram_bot\proxy_bot.py,Land Recognition & GIS; Soil; Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; General/Simulation,"{""Land Recognition & GIS"": 1, ""Soil"": 2, ""Carbon & RothC"": 6, ""Plant Selection & Crop Modeling"": 2, ""Irrigation & Water Requirement"": 3, ""General/Simulation"": 1}",9092
services\tourism\README.md,General/Simulation,"{""General/Simulation"": 1}",488
services\workflow\models.py,General/Simulation,"{""General/Simulation"": 4}",852
services\api_gateway\routers\admin.py,Soil; Climate; Water Resources; Carbon & RothC; Hydraulic & Structure Design; General/Simulation,"{""Soil"": 1, ""Climate"": 5, ""Water Resources"": 1, ""Carbon & RothC"": 1, ""Hydraulic & Structure Design"": 1, ""General/Simulation"": 9}",36008
services\api_gateway\routers\ai.py,General/Simulation,"{""General/Simulation"": 2}",2360
services\api_gateway\routers\ai_chat.py,Topography & DEM; Soil; Climate; Water Resources; Erosion (RUSLE); Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Optimization & Scenario,"{""Topography & DEM"": 3, ""Soil"": 19, ""Climate"": 14, ""Water Resources"": 7, ""Erosion (RUSLE)"": 10, ""Carbon & RothC"": 16, ""Plant Selection & Crop Modeling"": 4, ""Irrigation & Water Requirement"": 8, ""Optimization & Scenario"": 2}",13412
services\api_gateway\routers\analyses.py,Water Resources; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Hydraulic & Structure Design; Monitoring & Calibration; General/Simulation,"{""Water Resources"": 3, ""Plant Selection & Crop Modeling"": 1, ""Irrigation & Water Requirement"": 1, ""Hydraulic & Structure Design"": 1, ""Monitoring & Calibration"": 3, ""General/Simulation"": 4}",3396
services\api_gateway\routers\analytics.py,Soil; Carbon & RothC; Optimization & Scenario,"{""Soil"": 7, ""Carbon & RothC"": 4, ""Optimization & Scenario"": 14}",13746
services\api_gateway\routers\blockchain.py,Carbon & RothC; Economy & Carbon MRV; General/Simulation,"{""Carbon & RothC"": 17, ""Economy & Carbon MRV"": 1, ""General/Simulation"": 3}",12445
services\api_gateway\routers\carbon.py,Soil; Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; General/Simulation,"{""Soil"": 3, ""Carbon & RothC"": 17, ""Plant Selection & Crop Modeling"": 1, ""Irrigation & Water Requirement"": 1, ""General/Simulation"": 2}",9754
services\api_gateway\routers\carbon_engine.py,Soil; Climate; Water Resources; Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Economy & Carbon MRV; Livelihood & Rural Development; Monitoring & Calibration; General/Simulation,"{""Soil"": 6, ""Climate"": 8, ""Water Resources"": 2, ""Carbon & RothC"": 20, ""Plant Selection & Crop Modeling"": 13, ""Irrigation & Water Requirement"": 3, ""Economy & Carbon MRV"": 1, ""Livelihood & Rural Development"": 1, ""Monitoring & Calibration"": 3, ""General/Simulation"": 7}",20558
services\api_gateway\routers\dashboard.py,Climate; Plant Selection & Crop Modeling; Irrigation & Water Requirement,"{""Climate"": 11, ""Plant Selection & Crop Modeling"": 1, ""Irrigation & Water Requirement"": 2}",4197
services\api_gateway\routers\ecowallet.py,Soil; Climate; Carbon & RothC; Plant Selection & Crop Modeling; Optimization & Scenario,"{""Soil"": 1, ""Climate"": 1, ""Carbon & RothC"": 1, ""Plant Selection & Crop Modeling"": 1, ""Optimization & Scenario"": 1}",6601
services\api_gateway\routers\land.py,Topography & DEM; Soil; Erosion (RUSLE),"{""Topography & DEM"": 14, ""Soil"": 2, ""Erosion (RUSLE)"": 1}",10753
services\api_gateway\routers\land.py.bak_terrain_fix,Topography & DEM; Soil; Erosion (RUSLE),"{""Topography & DEM"": 12, ""Soil"": 2, ""Erosion (RUSLE)"": 1}",9952
services\api_gateway\routers\materials.py,Carbon & RothC; General/Simulation,"{""Carbon & RothC"": 2, ""General/Simulation"": 2}",1556
services\api_gateway\routers\models.py,General/Simulation,"{""General/Simulation"": 14}",2663
services\api_gateway\routers\motors.py,Land Recognition & GIS; Topography & DEM; Soil; Water Resources; Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Hydraulic & Structure Design; Optimization & Scenario; General/Simulation,"{""Land Recognition & GIS"": 1, ""Topography & DEM"": 11, ""Soil"": 8, ""Water Resources"": 2, ""Carbon & RothC"": 11, ""Plant Selection & Crop Modeling"": 15, ""Irrigation & Water Requirement"": 10, ""Hydraulic & Structure Design"": 1, ""Optimization & Scenario"": 1, ""General/Simulation"": 2}",10640
services\api_gateway\routers\mrv.py,Economy & Carbon MRV; Monitoring & Calibration; General/Simulation,"{""Economy & Carbon MRV"": 17, ""Monitoring & Calibration"": 2, ""General/Simulation"": 1}",12344
services\api_gateway\routers\nojin.py,Land Recognition & GIS; Soil; Water Resources; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Optimization & Scenario; Economy & Carbon MRV,"{""Land Recognition & GIS"": 1, ""Soil"": 74, ""Water Resources"": 8, ""Plant Selection & Crop Modeling"": 2, ""Irrigation & Water Requirement"": 1, ""Optimization & Scenario"": 2, ""Economy & Carbon MRV"": 14}",45814
