site_id,month,tmax_c,tmin_c,tavg_c,precip_mm,et0_mm,dtr_c,rh_pct,sunshine_h_day,wind_ms
SITE227,8,37.4,29.4,33.4,200.0,156.0,8.0,78.0,5.4,2.0
SITE227,9,36.5,28.5,32.5,200.0,149.0,8.0,78.0,5.4,2.0
SITE227,10,35.2,27.2,31.2,200.0,145.0,8.0,78.0,5.4,2.0
SITE227,11,34.0,26.0,30.0,200.0,128.0,8.0,78.0,5.4,2.0
SITE227,12,33.1,25.1,29.1,200.0,125.0,8.0,78.0,5.4,2.0
SITE228,1,31.0,23.0,27.0,138.9,123.0,8.0,78.0,5.4,2.0
SITE228,2,31.3,23.3,27.3,138.9,119.0,8.0,78.0,5.4,2.0
SITE228,3,32.2,24.2,28.2,138.9,141.0,8.0,78.0,5.4,2.0
SITE228,4,33.5,25.5,29.5,138.9,142.0,8.0,78.0,5.4,2.0
SITE228,5,34.7,26.7,30.7,138.9,147.0,8.0,78.0,5.4,2.0
SITE228,6,35.6,27.6,31.6,138.9,141.0,8.0,78.0,5.4,2.0
SITE228,7,36.0,28.0,32.0,138.9,148.0,8.0,78.0,5.4,2.0
SITE228,8,35.6,27.6,31.6,138.9,151.0,8.0,78.0,5.4,2.0
SITE228,9,34.7,26.7,30.7,138.9,144.0,8.0,78.0,5.4,2.0
SITE228,10,33.5,25.5,29.5,138.9,140.0,8.0,78.0,5.4,2.0
SITE228,11,32.2,24.2,28.2,138.9,124.0,8.0,78.0,5.4,2.0
SITE228,12,31.3,23.3,27.3,138.9,121.0,8.0,78.0,5.4,2.0
SITE229,1,25.1,12.1,18.6,20.0,86.0,12.9,57.0,6.7,2.5
SITE229,2,25.8,12.8,19.3,20.0,94.0,12.9,57.0,6.7,2.5
SITE229,3,27.6,14.8,21.2,33.3,131.0,12.8,58.0,6.7,2.5
SITE229,4,29.9,17.6,23.7,80.0,153.0,12.3,60.0,6.5,2.5
SITE229,5,32.2,20.4,26.3,133.4,176.0,11.8,62.0,6.3,2.5
SITE229,6,33.6,22.8,28.2,233.4,174.0,10.8,67.0,6.0,2.5
SITE229,7,33.7,24.0,28.9,333.4,171.0,9.7,72.0,5.6,2.5
SITE229,8,33.2,23.1,28.2,300.1,162.0,10.1,71.0,5.7,2.5
SITE229,9,31.8,20.8,26.3,213.4,140.0,11.0,66.0,6.0,2.5
SITE229,10,29.9,17.6,23.7,80.0,121.0,12.3,60.0,6.5,2.5
SITE229,11,27.6,14.7,21.2,26.7,93.0,12.9,57.0,6.7,2.5
SITE229,12,25.8,12.8,19.3,13.3,82.0,13.0,57.0,6.8,2.5
SITE230,1,24.8,11.2,18.0,14.0,86.0,13.7,57.0,6.7,2.5
SITE230,2,25.6,11.9,18.8,14.0,95.0,13.7,57.0,6.7,2.5
SITE230,3,27.6,14.0,20.8,23.4,133.0,13.5,58.0,6.7,2.5
SITE230,4,30.1,17.1,23.6,56.2,157.0,13.0,60.0,6.5,2.5
SITE230,5,32.7,20.2,26.4,93.6,181.0,12.5,62.0,6.3,2.5
SITE230,6,34.2,22.8,28.5,163.9,180.0,11.4,67.0,6.0,2.5
SITE230,7,34.4,24.1,29.2,234.1,177.0,10.3,72.0,5.6,2.5
SITE230,8,33.8,23.2,28.5,210.7,168.0,10.7,71.0,5.7,2.5
SITE230,9,32.2,20.6,26.4,149.8,144.0,11.6,66.0,6.0,2.5
SITE230,10,30.1,17.1,23.6,56.2,124.0,13.0,60.0,6.5,2.5
SITE230,11,27.6,14.0,20.8,18.7,94.0,13.6,57.0,6.7,2.5
SITE230,12,25.6,11.9,18.8,9.4,83.0,13.7,57.0,6.8,2.5
SITE231,1,16.0,-1.8,7.1,25.5,62.0,17.8,41.0,8.3,3.2
SITE231,2,17.5,-0.4,8.6,24.4,73.0,18.0,41.0,8.3,3.2
SITE231,3,21.0,4.2,12.6,32.2,112.0,16.8,44.0,8.1,3.2
SITE231,4,26.9,9.3,18.1,26.6,155.0,17.6,42.0,8.3,3.2
SITE231,5,33.5,13.7,23.6,12.2,215.0,19.8,36.0,8.7,3.2
SITE231,6,37.7,17.7,27.7,2.2,236.0,20.0,33.0,8.9,3.2
SITE231,7,39.1,19.1,29.1,0.6,248.0,20.0,32.0,9.0,3.2
SITE231,8,37.7,17.7,27.7,0.6,224.0,20.0,32.0,9.0,3.2
SITE231,9,33.6,13.6,23.6,1.7,171.0,20.0,33.0,9.0,3.2
SITE231,10,28.1,8.1,18.1,7.8,125.0,20.0,35.0,8.8,3.2
SITE231,11,21.4,3.8,12.6,26.6,76.0,17.6,42.0,8.3,3.2
SITE231,12,16.6,0.6,8.6,37.7,58.0,16.0,46.0,8.0,3.2
SITE232,1,13.7,-4.1,4.8,18.0,56.0,17.8,41.0,8.3,3.2
SITE232,2,15.4,-2.6,6.4,17.3,67.0,18.0,41.0,8.3,3.2
SITE232,3,19.1,2.2,10.6,22.7,105.0,16.8,44.0,8.1,3.2
SITE232,4,25.3,7.6,16.5,18.8,148.0,17.6,42.0,8.3,3.2
SITE232,5,32.2,12.4,22.3,8.6,208.0,19.8,36.0,8.7,3.2
SITE232,6,36.6,16.6,26.6,1.6,231.0,20.0,33.0,8.9,3.2
SITE232,7,38.1,18.1,28.1,0.4,243.0,20.0,32.0,9.0,3.2
SITE232,8,36.6,16.6,26.6,0.4,219.0,20.0,32.0,9.0,3.2
SITE232,9,32.3,12.3,22.3,1.2,166.0,20.0,33.0,9.0,3.2
SITE232,10,26.5,6.5,16.5,5.5,119.0,20.0,35.0,8.8,3.2
SITE232,11,19.5,1.8,10.6,18.8,72.0,17.6,42.0,8.3,3.2
SITE232,12,14.4,-1.6,6.4,26.7,53.0,16.0,46.0,8.0,3.2
SITE233,1,12.7,-5.1,3.8,71.5,43.0,17.8,41.0,8.3,3.2
SITE233,2,14.3,-3.6,5.4,68.4,55.0,18.0,41.0,8.3,3.2
SITE233,3,17.9,1.1,9.5,90.2,91.0,16.8,44.0,8.1,3.2
SITE233,4,24.0,6.3,15.2,74.6,137.0,17.6,42.0,8.3,3.2
SITE233,5,30.7,10.9,20.8,34.2,199.0,19.8,36.0,8.7,3.2
SITE233,6,35.0,15.0,25.0,6.2,225.0,20.0,33.0,8.9,3.2
SITE233,7,36.5,16.5,26.5,1.6,235.0,20.0,32.0,9.0,3.2
SITE233,8,35.0,15.0,25.0,1.6,206.0,20.0,32.0,9.0,3.2
SITE233,9,30.8,10.8,20.8,4.7,149.0,20.0,33.0,9.0,3.2
SITE233,10,25.2,5.2,15.2,21.8,100.0,20.0,35.0,8.8,3.2
SITE233,11,18.3,0.7,9.5,74.6,56.0,17.6,42.0,8.3,3.2
SITE233,12,13.4,-2.6,5.4,105.7,39.0,16.0,46.0,8.0,3.2
SITE234,1,10.6,-7.2,1.7,48.3,38.0,17.8,41.0,8.3,3.2
SITE234,2,12.3,-5.7,3.3,46.2,49.0,18.0,41.0,8.3,3.2
SITE234,3,16.1,-0.8,7.6,60.9,85.0,16.8,44.0,8.1,3.2
SITE234,4,22.5,4.8,13.6,50.4,130.0,17.6,42.0,8.3,3.2
SITE234,5,29.5,9.7,19.6,23.1,193.0,19.8,36.0,8.7,3.2
SITE234,6,34.0,14.0,24.0,4.2,220.0,20.0,33.0,8.9,3.2
SITE234,7,35.6,15.6,25.6,1.1,230.0,20.0,32.0,9.0,3.2
SITE234,8,34.0,14.0,24.0,1.1,201.0,20.0,32.0,9.0,3.2
SITE234,9,29.6,9.6,19.6,3.2,143.0,20.0,33.0,9.0,3.2
SITE234,10,23.6,3.6,13.6,14.7,95.0,20.0,35.0,8.8,3.2
SITE234,11,16.5,-1.2,7.6,50.4,52.0,17.6,42.0,8.3,3.2
SITE234,12,11.3,-4.7,3.3,71.4,35.0,16.0,46.0,8.0,3.2
SITE235,1,9.7,-9.6,0.0,24.7,30.0,19.3,56.0,6.0,2.7
SITE235,2,11.3,-8.2,1.5,22.5,41.0,19.5,56.0,6.0,2.7
SITE235,3,15.2,-3.9,5.7,27.0,77.0,19.1,56.0,6.0,2.7
SITE235,4,20.5,2.2,11.3,36.0,119.0,18.3,58.0,5.9,2.7
SITE235,5,25.7,8.2,17.0,45.0,167.0,17.5,59.0,5.8,2.7
SITE235,6,29.3,12.9,21.1,56.2,186.0,16.4,61.0,5.6,2.7
SITE235,7,30.6,14.6,22.6,60.7,191.0,16.0,61.0,5.6,2.7
SITE235,8,29.4,12.8,21.1,54.0,166.0,16.6,60.0,5.7,2.7
SITE235,9,25.7,8.2,17.0,45.0,118.0,17.5,59.0,5.8,2.7
SITE235,10,20.5,2.2,11.3,36.0,76.0,18.3,58.0,5.9,2.7
SITE235,11,15.1,-3.8,5.7,29.2,42.0,18.9,57.0,6.0,2.7
SITE235,12,11.2,-8.1,1.5,24.7,29.0,19.3,56.0,6.0,2.7
SITE236,1,8.2,-11.1,-1.4,17.2,28.0,19.3,56.0,6.0,2.7
SITE236,2,9.9,-9.6,0.1,15.7,39.0,19.5,56.0,6.0,2.7
SITE236,3,14.1,-5.1,4.5,18.8,73.0,19.1,56.0,6.0,2.7
SITE236,4,19.6,1.3,10.4,25.1,115.0,18.3,58.0,5.9,2.7
SITE236,5,25.1,7.7,16.4,31.3,164.0,17.5,59.0,5.8,2.7
SITE236,6,28.9,12.5,20.7,39.1,184.0,16.4,61.0,5.6,2.7
SITE236,7,30.3,14.3,22.3,42.3,190.0,16.0,61.0,5.6,2.7
SITE236,8,29.0,12.4,20.7,37.6,165.0,16.6,60.0,5.7,2.7
SITE236,9,25.1,7.7,16.4,31.3,116.0,17.5,59.0,5.8,2.7
SITE236,10,19.6,1.3,10.4,25.1,73.0,18.3,58.0,5.9,2.7
SITE236,11,13.9,-5.0,4.5,20.4,40.0,18.9,57.0,6.0,2.7
SITE236,12,9.8,-9.5,0.1,17.2,27.0,19.3,56.0,6.0,2.7
SITE237,1,15.7,0.8,8.2,31.3,40.0,14.9,60.0,6.5,2.5
SITE237,2,16.8,1.8,9.3,29.3,52.0,15.0,60.0,6.5,2.5
SITE237,3,19.4,5.0,12.2,37.1,87.0,14.4,61.0,6.4,2.5
SITE237,4,23.1,9.1,16.1,43.0,122.0,14.0,62.0,6.3,2.5
SITE237,5,26.8,13.2,20.0,48.8,160.0,13.5,63.0,6.3,2.5
SITE237,6,29.4,16.3,22.9,54.7,173.0,13.1,64.0,6.2,2.5
SITE237,7,30.3,17.5,23.9,58.6,177.0,12.8,64.0,6.2,2.5
SITE237,8,29.5,16.3,22.9,52.7,156.0,13.2,64.0,6.2,2.5
SITE237,9,26.9,13.1,20.0,44.9,115.0,13.8,62.0,6.3,2.5
SITE237,10,23.3,8.9,16.1,37.1,80.0,14.4,61.0,6.4,2.5
SITE237,11,19.5,4.8,12.2,33.2,49.0,14.7,61.0,6.4,2.5
SITE237,12,16.7,1.9,9.3,31.3,38.0,14.9,60.0,6.5,2.5
SITE238,1,14.0,-1.7,6.2,21.0,39.0,15.6,60.0,6.5,2.5
SITE238,2,15.2,-0.6,7.3,19.7,50.0,15.8,60.0,6.5,2.5
SITE238,3,18.0,2.8,10.4,25.0,85.0,15.2,61.0,6.4,2.5
SITE238,4,21.9,7.3,14.6,28.9,120.0,14.7,62.0,6.3,2.5
SITE238,5,25.9,11.7,18.8,32.9,159.0,14.2,63.0,6.3,2.5
SITE238,6,28.8,15.0,21.9,36.8,174.0,13.8,64.0,6.2,2.5
SITE238,7,29.8,16.3,23.0,39.5,178.0,13.4,64.0,6.2,2.5
SITE238,8,28.9,15.0,21.9,35.5,157.0,13.9,64.0,6.2,2.5
SITE238,9,26.1,11.5,18.8,30.2,115.0,14.5,62.0,6.3,2.5
SITE238,10,22.2,7.0,14.6,25.0,79.0,15.2,61.0,6.4,2.5
SITE238,11,18.1,2.6,10.4,22.4,48.0,15.5,61.0,6.4,2.5
SITE238,12,15.1,-0.5,7.3,21.0,36.0,15.6,60.0,6.5,2.5
SITE239,1,21.4,9.7,15.5,28.7,49.0,11.7,41.0,8.3,3.2
SITE239,2,22.2,10.4,16.3,27.5,61.0,11.8,41.0,8.3,3.2
SITE239,3,24.0,12.9,18.4,36.2,95.0,11.0,44.0,8.1,3.2
SITE239,4,27.1,15.6,21.4,30.0,130.0,11.6,42.0,8.3,3.2
SITE239,5,30.7,17.8,24.3,13.7,175.0,13.0,36.0,8.7,3.2
SITE239,6,33.4,19.4,26.4,2.5,194.0,14.0,33.0,8.9,3.2
SITE239,7,34.2,20.1,27.2,0.6,200.0,14.1,32.0,9.0,3.2
SITE239,8,33.4,19.3,26.4,0.6,177.0,14.1,32.0,9.0,3.2
SITE239,9,31.3,17.2,24.3,1.9,132.0,14.0,33.0,9.0,3.2
SITE239,10,28.1,14.6,21.4,8.7,93.0,13.4,35.0,8.8,3.2
SITE239,11,24.2,12.7,18.4,30.0,56.0,11.6,42.0,8.3,3.2
SITE239,12,21.6,11.1,16.3,42.5,43.0,10.5,46.0,8.0,3.2
SITE240,1,19.3,6.8,13.1,17.9,46.0,12.5,41.0,8.3,3.2
SITE240,2,20.2,7.6,13.9,17.1,59.0,12.6,41.0,8.3,3.2
SITE240,3,22.2,10.4,16.3,22.6,92.0,11.8,44.0,8.1,3.2
SITE240,4,25.7,13.3,19.5,18.7,127.0,12.4,42.0,8.3,3.2
SITE240,5,29.7,15.8,22.7,8.6,174.0,13.9,36.0,8.7,3.2
SITE240,6,32.6,17.6,25.1,1.6,195.0,14.9,33.0,8.9,3.2
SITE240,7,33.5,18.4,26.0,0.4,202.0,15.1,32.0,9.0,3.2
SITE240,8,32.6,17.6,25.1,0.4,177.0,15.1,32.0,9.0,3.2
SITE240,9,30.2,15.3,22.7,1.2,131.0,15.0,33.0,9.0,3.2
SITE240,10,26.7,12.3,19.5,5.5,91.0,14.3,35.0,8.8,3.2
SITE240,11,22.5,10.1,16.3,18.7,54.0,12.4,42.0,8.3,3.2
SITE240,12,19.5,8.3,13.9,26.5,41.0,11.2,46.0,8.0,3.2
SITE241,1,26.6,12.8,19.7,14.7,94.0,13.8,41.0,8.3,3.2
SITE241,2,27.7,13.7,20.7,14.1,104.0,14.0,41.0,8.3,3.2
SITE241,3,30.0,16.9,23.5,18.5,142.0,13.1,44.0,8.1,3.2
SITE241,4,34.1,20.4,27.2,15.3,175.0,13.7,42.0,8.3,3.2
SITE241,5,38.7,23.3,31.0,7.0,222.0,15.4,36.0,8.7,3.2
SITE241,6,42.0,25.5,33.7,1.3,240.0,16.5,33.0,8.9,3.2
SITE241,7,43.1,26.4,34.8,0.3,251.0,16.7,32.0,9.0,3.2
SITE241,8,42.1,25.4,33.7,0.3,234.0,16.7,32.0,9.0,3.2
SITE241,9,39.3,22.7,31.0,1.0,192.0,16.6,33.0,9.0,3.2
SITE241,10,35.2,19.3,27.2,4.5,152.0,15.9,35.0,8.8,3.2
SITE241,11,30.3,16.6,23.5,15.3,104.0,13.7,42.0,8.3,3.2
SITE241,12,26.9,14.5,20.7,21.7,86.0,12.4,46.0,8.0,3.2
SITE242,1,25.9,11.5,18.7,8.8,93.0,14.4,41.0,8.3,3.2
SITE242,2,27.0,12.5,19.8,8.4,103.0,14.6,41.0,8.3,3.2
SITE242,3,29.5,15.9,22.7,11.0,142.0,13.6,44.0,8.1,3.2
SITE242,4,33.9,19.5,26.7,9.1,177.0,14.3,42.0,8.3,3.2
SITE242,5,38.7,22.7,30.7,4.2,226.0,16.1,36.0,8.7,3.2
SITE242,6,42.3,25.0,33.7,0.8,245.0,17.3,33.0,8.9,3.2
SITE242,7,43.5,26.0,34.7,0.2,257.0,17.5,32.0,9.0,3.2
SITE242,8,42.4,24.9,33.7,0.2,239.0,17.5,32.0,9.0,3.2
SITE242,9,39.4,22.1,30.7,0.6,195.0,17.3,33.0,9.0,3.2
SITE242,10,35.0,18.4,26.7,2.7,153.0,16.6,35.0,8.8,3.2
SITE242,11,29.8,15.5,22.7,9.1,104.0,14.3,42.0,8.3,3.2
SITE242,12,26.2,13.3,19.8,13.0,86.0,13.0,46.0,8.0,3.2
SITE243,1,32.3,20.6,26.4,7.2,107.0,11.7,41.0,8.3,3.2
SITE243,2,33.1,21.3,27.2,6.9,116.0,11.8,41.0,8.3,3.2
SITE243,3,34.9,23.8,29.3,9.1,152.0,11.0,44.0,8.1,3.2
SITE243,4,38.0,26.5,32.2,7.5,180.0,11.6,42.0,8.3,3.2
SITE243,5,41.6,28.7,35.2,3.5,221.0,13.0,36.0,8.7,3.2
SITE243,6,44.3,30.3,37.3,0.6,234.0,14.0,33.0,8.9,3.2
SITE243,7,45.1,31.0,38.1,0.2,244.0,14.1,32.0,9.0,3.2
SITE243,8,44.3,30.2,37.3,0.2,231.0,14.1,32.0,9.0,3.2
SITE243,9,42.2,28.1,35.2,0.5,194.0,14.0,33.0,9.0,3.2
SITE243,10,39.0,25.5,32.2,2.2,160.0,13.4,35.0,8.8,3.2
SITE243,11,35.1,23.6,29.3,7.5,114.0,11.6,42.0,8.3,3.2
SITE243,12,32.5,22.0,27.2,10.7,98.0,10.5,46.0,8.0,3.2
SITE244,1,31.6,19.3,25.4,5.5,108.0,12.3,41.0,8.3,3.2
SITE244,2,32.5,20.1,26.3,5.3,117.0,12.5,41.0,8.3,3.2
SITE244,3,34.4,22.8,28.6,7.0,154.0,11.7,44.0,8.1,3.2
SITE244,4,37.9,25.7,31.8,5.8,184.0,12.2,42.0,8.3,3.2
SITE244,5,41.8,28.1,34.9,2.6,226.0,13.7,36.0,8.7,3.2
SITE244,6,44.6,29.9,37.3,0.5,240.0,14.7,33.0,8.9,3.2
SITE244,7,45.6,30.7,38.1,0.1,251.0,14.9,32.0,9.0,3.2
SITE244,8,44.7,29.8,37.3,0.1,237.0,14.9,32.0,9.0,3.2
SITE244,9,42.3,27.5,34.9,0.4,199.0,14.8,33.0,9.0,3.2
SITE244,10,38.9,24.7,31.8,1.7,163.0,14.2,35.0,8.8,3.2
SITE244,11,34.7,22.5,28.6,5.8,116.0,12.2,42.0,8.3,3.2
SITE244,12,31.8,20.7,26.3,8.2,99.0,11.1,46.0,8.0,3.2
SITE245,1,30.3,19.2,24.8,13.7,179.0,11.1,41.0,8.3,3.2
SITE245,2,29.7,18.4,24.0,13.1,146.0,11.2,41.0,8.3,3.2
SITE245,3,30.0,19.5,24.8,17.2,136.0,10.5,44.0,8.1,3.2
SITE245,4,32.2,21.2,26.7,14.3,110.0,11.0,42.0,8.3,3.2
SITE245,5,35.6,23.2,29.4,6.5,99.0,12.4,36.0,8.7,3.2
SITE245,6,38.7,25.4,32.1,1.2,91.0,13.3,33.0,8.9,3.2
SITE245,7,40.8,27.3,34.1,0.3,104.0,13.4,32.0,9.0,3.2
SITE245,8,41.5,28.1,34.8,0.3,132.0,13.4,32.0,9.0,3.2
SITE245,9,40.7,27.4,34.1,0.9,163.0,13.3,33.0,9.0,3.2
SITE245,10,38.5,25.7,32.1,4.2,193.0,12.8,35.0,8.8,3.2
SITE245,11,34.9,23.9,29.4,14.3,186.0,11.0,42.0,8.3,3.2
SITE245,12,31.7,21.7,26.7,20.2,180.0,10.0,46.0,8.0,3.2
SITE246,1,28.5,16.5,22.5,7.2,175.0,12.0,41.0,8.3,3.2
SITE246,2,27.7,15.6,21.7,6.9,143.0,12.1,41.0,8.3,3.2
SITE246,3,28.1,16.8,22.5,9.1,134.0,11.3,44.0,8.1,3.2
SITE246,4,30.6,18.8,24.7,7.5,110.0,11.9,42.0,8.3,3.2
SITE246,5,34.4,21.1,27.7,3.5,100.0,13.3,36.0,8.7,3.2
SITE246,6,37.9,23.6,30.7,0.6,93.0,14.3,33.0,8.9,3.2
SITE246,7,40.2,25.7,32.9,0.2,107.0,14.5,32.0,9.0,3.2
SITE246,8,41.0,26.5,33.8,0.2,136.0,14.5,32.0,9.0,3.2
SITE246,9,40.1,25.8,32.9,0.5,167.0,14.3,33.0,9.0,3.2
SITE246,10,37.6,23.9,30.7,2.2,195.0,13.7,35.0,8.8,3.2
SITE246,11,33.6,21.8,27.7,7.5,186.0,11.9,42.0,8.3,3.2
SITE246,12,30.1,19.3,24.7,10.7,178.0,10.8,46.0,8.0,3.2
SITE247,1,16.3,3.4,9.9,89.4,54.0,12.9,67.0,6.0,2.5
SITE247,2,17.6,4.3,10.9,83.6,65.0,13.2,66.0,6.0,2.5
SITE247,3,20.7,7.0,13.9,75.0,102.0,13.7,65.0,6.1,2.5
SITE247,4,25.4,10.4,17.9,49.0,140.0,15.0,62.0,6.4,2.5
SITE247,5,29.9,13.9,21.9,28.8,185.0,16.0,60.0,6.5,2.5
SITE247,6,33.3,16.3,24.8,8.6,205.0,17.0,57.0,6.7,2.5
SITE247,7,34.5,17.2,25.8,2.9,215.0,17.3,56.0,6.8,2.5
SITE247,8,33.4,16.2,24.8,5.8,193.0,17.2,57.0,6.7,2.5
SITE247,9,29.9,13.8,21.9,25.9,144.0,16.1,59.0,6.6,2.5
SITE247,10,25.1,10.6,17.9,57.7,101.0,14.5,63.0,6.3,2.5
SITE247,11,20.6,7.2,13.9,80.7,65.0,13.4,66.0,6.1,2.5
SITE247,12,17.6,4.3,10.9,83.6,53.0,13.2,66.0,6.0,2.5
SITE248,1,15.2,1.6,8.4,62.0,53.0,13.6,67.0,6.0,2.5
SITE248,2,16.5,2.6,9.5,58.0,63.0,13.9,66.0,6.0,2.5
SITE248,3,19.8,5.5,12.7,52.0,100.0,14.3,65.0,6.1,2.5
SITE248,4,24.8,9.1,16.9,34.0,140.0,15.7,62.0,6.4,2.5
SITE248,5,29.6,12.8,21.2,20.0,186.0,16.8,60.0,6.5,2.5
SITE248,6,33.3,15.4,24.3,6.0,208.0,17.9,57.0,6.7,2.5
SITE248,7,34.6,16.4,25.5,2.0,219.0,18.2,56.0,6.8,2.5
SITE248,8,33.3,15.3,24.3,4.0,196.0,18.0,57.0,6.7,2.5
SITE248,9,29.7,12.7,21.2,18.0,145.0,16.9,59.0,6.6,2.5
SITE248,10,24.6,9.3,16.9,40.0,101.0,15.3,63.0,6.3,2.5
SITE248,11,19.7,5.6,12.7,56.0,64.0,14.0,66.0,6.1,2.5
SITE248,12,16.5,2.6,9.5,58.0,51.0,13.9,66.0,6.0,2.5
SITE249,1,24.0,16.0,20.0,81.2,60.0,8.0,67.0,6.0,2.5
SITE249,2,24.6,16.4,20.5,76.0,69.0,8.2,66.0,6.0,2.5
SITE249,3,26.0,17.5,21.8,68.1,101.0,8.5,65.0,6.1,2.5
SITE249,4,28.2,18.9,23.6,44.5,129.0,9.3,62.0,6.4,2.5
SITE249,5,30.3,20.4,25.3,26.2,158.0,9.9,60.0,6.5,2.5
SITE249,6,31.9,21.4,26.6,7.9,168.0,10.5,57.0,6.7,2.5
SITE249,7,32.5,21.8,27.1,2.6,174.0,10.7,56.0,6.8,2.5
SITE249,8,31.9,21.3,26.6,5.2,159.0,10.6,57.0,6.7,2.5
SITE249,9,30.3,20.3,25.3,23.6,124.0,10.0,59.0,6.6,2.5
SITE249,10,28.0,19.1,23.6,52.4,94.0,9.0,63.0,6.3,2.5
SITE249,11,25.9,17.6,21.8,73.3,66.0,8.3,66.0,6.1,2.5
SITE249,12,24.6,16.4,20.5,76.0,57.0,8.2,66.0,6.0,2.5
SITE250,1,22.7,14.1,18.4,60.2,60.0,8.7,67.0,6.0,2.5
SITE250,2,23.4,14.5,19.0,56.3,69.0,8.8,66.0,6.0,2.5
SITE250,3,25.1,15.9,20.5,50.5,102.0,9.1,65.0,6.1,2.5
SITE250,4,27.6,17.6,22.6,33.0,131.0,10.0,62.0,6.4,2.5
SITE250,5,30.0,19.3,24.7,19.4,162.0,10.7,60.0,6.5,2.5
SITE250,6,31.9,20.5,26.2,5.8,173.0,11.4,57.0,6.7,2.5
SITE250,7,32.5,20.9,26.7,1.9,180.0,11.6,56.0,6.8,2.5
SITE250,8,31.9,20.4,26.2,3.9,163.0,11.5,57.0,6.7,2.5
SITE250,9,30.1,19.3,24.7,17.5,127.0,10.8,59.0,6.6,2.5
SITE250,10,27.4,17.7,22.6,38.8,95.0,9.7,63.0,6.3,2.5
SITE250,11,25.0,16.0,20.5,54.4,66.0,8.9,66.0,6.1,2.5
SITE250,12,23.4,14.5,19.0,56.3,57.0,8.8,66.0,6.0,2.5
SITE251,1,22.7,12.1,17.4,18.2,139.0,10.6,57.0,6.7,2.5
SITE251,2,22.4,11.7,17.0,18.2,120.0,10.6,57.0,6.7,2.5
SITE251,3,22.6,12.1,17.4,30.4,122.0,10.5,58.0,6.7,2.5
SITE251,4,23.4,13.2,18.3,72.9,103.0,10.1,60.0,6.5,2.5
SITE251,5,24.4,14.7,19.6,121.4,91.0,9.7,62.0,6.3,2.5
SITE251,6,25.2,16.4,20.8,212.5,80.0,8.8,67.0,6.0,2.5
SITE251,7,25.7,17.7,21.7,303.6,83.0,8.0,72.0,5.6,2.5
SITE251,8,26.2,17.9,22.0,273.2,98.0,8.3,71.0,5.7,2.5
SITE251,9,26.2,17.2,21.7,194.3,115.0,9.0,66.0,6.0,2.5
SITE251,10,25.9,15.7,20.8,72.9,138.0,10.1,60.0,6.5,2.5
SITE251,11,24.8,14.3,19.6,24.3,140.0,10.6,57.0,6.7,2.5
SITE251,12,23.6,13.0,18.3,12.1,144.0,10.7,57.0,6.8,2.5
SITE252,1,22.4,11.8,17.1,12.8,138.0,10.6,57.0,6.7,2.5
SITE252,2,22.1,11.5,16.8,12.8,119.0,10.6,57.0,6.7,2.5
SITE252,3,22.4,11.9,17.1,21.3,121.0,10.5,58.0,6.7,2.5
SITE252,4,23.1,13.0,18.1,51.0,102.0,10.1,60.0,6.5,2.5
SITE252,5,24.2,14.5,19.3,85.0,91.0,9.7,62.0,6.3,2.5
SITE252,6,25.0,16.2,20.6,148.8,79.0,8.8,67.0,6.0,2.5
SITE252,7,25.5,17.5,21.5,212.6,83.0,8.0,72.0,5.6,2.5
SITE252,8,26.0,17.7,21.9,191.3,98.0,8.3,71.0,5.7,2.5
SITE252,9,26.0,17.0,21.5,136.0,115.0,9.0,66.0,6.0,2.5
SITE252,10,25.7,15.5,20.6,51.0,137.0,10.1,60.0,6.5,2.5
SITE252,11,24.6,14.0,19.3,17.0,139.0,10.6,57.0,6.7,2.5
SITE252,12,23.4,12.7,18.1,8.5,143.0,10.7,57.0,6.8,2.5
SITE253,1,26.5,15.8,21.1,5.9,139.0,10.7,72.0,5.8,2.0
SITE253,2,26.2,15.4,20.8,5.9,127.0,10.7,72.0,5.8,2.0
SITE253,3,26.5,15.8,21.1,11.9,141.0,10.6,73.0,5.7,2.0
SITE253,4,27.2,16.9,22.1,35.6,130.0,10.3,75.0,5.6,2.0
SITE253,5,28.2,18.5,23.3,86.9,125.0,9.7,79.0,5.3,2.0
SITE253,6,28.9,20.2,24.6,165.9,112.0,8.7,85.0,4.8,2.0
SITE253,7,29.5,21.5,25.5,217.3,116.0,8.0,90.0,4.5,2.0
SITE253,8,30.1,21.6,25.8,177.8,129.0,8.5,86.0,4.7,2.0
SITE253,9,30.1,20.8,25.5,118.5,137.0,9.3,82.0,5.1,2.0
SITE253,10,29.7,19.5,24.6,47.4,149.0,10.2,76.0,5.5,2.0
SITE253,11,28.6,18.0,23.3,9.9,142.0,10.7,73.0,5.7,2.0
SITE253,12,27.4,16.7,22.1,4.0,141.0,10.7,72.0,5.8,2.0
SITE254,1,24.8,14.0,19.4,4.3,132.0,10.7,72.0,5.8,2.0
SITE254,2,24.4,13.7,19.1,4.3,121.0,10.7,72.0,5.8,2.0
SITE254,3,24.7,14.1,19.4,8.6,134.0,10.6,73.0,5.7,2.0
SITE254,4,25.5,15.2,20.3,25.7,125.0,10.3,75.0,5.6,2.0
SITE254,5,26.4,16.7,21.6,62.7,120.0,9.7,79.0,5.3,2.0
SITE254,6,27.2,18.5,22.8,119.7,108.0,8.7,85.0,4.8,2.0
