site_id,year,tmax_avg_c,tmin_avg_c,tavg_c,precip_mm,et0_mm,gdd_base10,frost_days,heat_days_gt35,rh_mean_pct,wind_ms,sunshine_h_day,precip_anom_pct,temp_anom_c
SITE207,1999,25.7,11.8,18.5,271.8,1411.0,3192,0,4,62.0,2.9,6.9,-55,-0.46
SITE207,2000,25.7,11.8,18.5,702.6,1382.0,3196,0,4,64.0,2.5,6.0,17,-0.43
SITE207,2001,25.8,11.9,18.6,417.7,1404.0,3207,0,4,63.0,2.3,6.5,-30,-0.36
SITE207,2002,25.9,11.9,18.6,294.7,1415.0,3216,0,4,62.0,2.3,6.6,-51,-0.31
SITE207,2003,26.0,12.0,18.7,701.5,1391.0,3233,0,4,63.0,2.5,6.3,17,-0.21
SITE207,2004,26.1,12.1,18.8,672.7,1397.0,3253,0,4,63.0,2.8,6.3,12,-0.08
SITE207,2005,26.1,12.1,18.8,509.9,1409.0,3252,0,4,62.0,2.7,6.5,-15,-0.09
SITE207,2006,26.1,12.1,18.8,693.3,1396.0,3253,0,4,63.0,2.2,6.2,16,-0.08
SITE207,2007,26.1,12.2,18.9,675.6,1399.0,3260,0,4,63.0,2.6,6.2,13,-0.04
SITE207,2008,26.1,12.1,18.8,622.0,1401.0,3253,0,4,62.0,2.8,6.3,4,-0.09
SITE207,2009,26.1,12.2,18.9,310.2,1424.0,3259,0,4,61.0,2.5,6.8,-48,-0.05
SITE207,2010,26.2,12.2,18.9,978.7,1379.0,3268,0,4,64.0,2.4,5.8,64,0.01
SITE207,2011,26.2,12.2,18.9,278.2,1428.0,3267,0,4,60.0,2.3,6.7,-53,0.0
SITE207,2012,26.3,12.3,19.0,618.5,1408.0,3284,0,4,62.0,2.3,6.4,3,0.11
SITE207,2013,26.4,12.5,19.1,365.1,1431.0,3304,0,4,60.0,2.8,6.6,-39,0.23
SITE207,2014,26.5,12.6,19.3,561.1,1423.0,3327,0,5,60.0,2.7,6.4,-6,0.37
SITE207,2015,26.6,12.7,19.3,841.6,1405.0,3337,0,5,61.0,2.4,6.2,41,0.43
SITE207,2016,26.6,12.7,19.4,825.0,1406.0,3339,0,5,61.0,2.5,6.1,38,0.44
SITE207,2017,26.7,12.7,19.4,442.4,1437.0,3352,0,5,59.0,2.5,6.4,-26,0.52
SITE207,2018,26.7,12.7,19.4,558.7,1429.0,3352,0,5,60.0,2.6,6.3,-7,0.53
SITE207,2019,26.8,12.9,19.6,653.9,1426.0,3370,0,5,60.0,2.4,6.4,9,0.64
SITE207,2020,26.8,12.8,19.5,397.5,1442.0,3362,0,5,59.0,2.4,6.7,-34,0.58
SITE207,2021,26.8,12.8,19.5,606.6,1428.0,3364,0,5,60.0,2.4,6.2,1,0.6
SITE207,2022,26.8,12.9,19.6,357.5,1449.0,3375,0,5,58.0,2.7,6.3,-40,0.67
SITE207,2023,26.8,12.9,19.6,299.4,1453.0,3376,0,5,58.0,2.6,6.6,-50,0.67
SITE207,2024,27.0,13.1,19.7,687.8,1431.0,3402,0,5,59.0,2.2,6.1,15,0.83
SITE208,1991,23.0,7.8,15.1,670.1,1226.0,2245,34,0,65.0,2.3,6.2,4,-0.65
SITE208,1992,23.1,7.8,15.1,591.7,1232.0,2250,34,0,64.0,2.6,6.4,-8,-0.61
SITE208,1993,23.1,7.8,15.1,696.2,1225.0,2249,34,0,65.0,2.5,6.3,8,-0.61
SITE208,1994,23.1,7.8,15.2,1124.7,1202.0,2252,34,0,67.0,2.3,6.1,75,-0.59
SITE208,1995,23.0,7.8,15.1,526.5,1234.0,2245,34,0,64.0,2.8,6.4,-18,-0.65
SITE208,1996,23.1,7.8,15.2,570.9,1233.0,2250,34,0,64.0,2.7,6.6,-11,-0.6
SITE208,1997,23.2,7.9,15.2,314.3,1251.0,2259,33,0,63.0,2.2,6.7,-51,-0.53
SITE208,1998,23.2,8.0,15.3,626.9,1235.0,2265,33,0,64.0,2.2,6.5,-2,-0.47
SITE208,1999,23.2,7.9,15.2,643.3,1233.0,2262,33,0,64.0,2.1,6.5,0,-0.5
SITE208,2000,23.3,8.0,15.3,949.3,1219.0,2273,33,0,65.0,2.5,6.4,48,-0.4
SITE208,2001,23.4,8.1,15.5,616.2,1242.0,2287,33,0,63.0,2.7,6.4,-4,-0.28
SITE208,2002,23.5,8.2,15.5,1114.1,1216.0,2296,33,0,65.0,2.8,6.0,74,-0.2
SITE208,2003,23.6,8.3,15.7,478.5,1258.0,2311,32,0,62.0,2.4,6.5,-25,-0.08
SITE208,2004,23.6,8.4,15.7,961.0,1230.0,2311,32,0,64.0,2.6,5.8,50,-0.08
SITE208,2005,23.8,8.5,15.8,703.8,1251.0,2331,32,0,62.0,2.7,6.1,10,0.1
SITE208,2006,23.8,8.5,15.8,388.0,1269.0,2329,32,0,61.0,2.4,6.4,-40,0.08
SITE208,2007,23.7,8.4,15.8,676.1,1250.0,2322,32,0,62.0,2.4,6.2,5,0.01
SITE208,2008,23.7,8.4,15.8,715.3,1248.0,2322,32,0,62.0,2.4,6.2,11,0.02
SITE208,2009,23.9,8.6,15.9,618.2,1259.0,2340,32,0,61.0,2.5,6.5,-4,0.18
SITE208,2010,23.9,8.6,15.9,622.4,1259.0,2341,32,0,61.0,2.6,6.3,-3,0.18
SITE208,2011,23.9,8.6,15.9,952.1,1240.0,2342,32,0,63.0,3.0,5.9,48,0.19
SITE208,2012,23.9,8.6,15.9,465.6,1269.0,2342,32,0,60.0,2.6,6.3,-27,0.19
SITE208,2013,24.0,8.7,16.0,492.2,1270.0,2352,31,0,60.0,2.2,6.4,-23,0.27
SITE208,2014,24.0,8.7,16.0,580.2,1266.0,2354,31,0,61.0,2.7,6.6,-10,0.3
SITE208,2015,24.0,8.8,16.1,421.6,1277.0,2358,31,0,60.0,2.7,6.3,-34,0.33
SITE208,2016,24.1,8.9,16.2,722.3,1263.0,2369,31,0,61.0,2.3,6.1,13,0.43
SITE208,2017,24.2,8.9,16.2,742.5,1263.0,2376,31,0,61.0,2.2,6.2,16,0.48
SITE208,2018,24.1,8.9,16.2,549.5,1274.0,2373,31,0,60.0,2.3,6.6,-14,0.46
SITE208,2019,24.1,8.9,16.2,546.7,1273.0,2369,31,0,60.0,2.3,6.5,-15,0.42
SITE208,2020,24.2,8.9,16.2,838.3,1257.0,2375,31,0,61.0,2.6,6.1,31,0.47
SITE208,2021,24.1,8.9,16.2,597.7,1271.0,2373,31,0,60.0,2.8,6.4,-7,0.46
SITE208,2022,24.2,8.9,16.2,458.5,1281.0,2377,31,0,59.0,2.8,6.4,-29,0.5
SITE208,2023,24.2,9.0,16.3,367.9,1288.0,2382,31,0,59.0,2.8,6.8,-43,0.54
SITE208,2024,24.3,9.1,16.4,801.3,1266.0,2395,30,0,60.0,2.6,6.0,25,0.65
SITE209,1991,21.7,5.7,13.4,513.5,1199.0,1901,79,0,66.0,2.5,6.4,16,-0.82
SITE209,1992,21.7,5.7,13.4,279.0,1217.0,1899,79,0,64.0,2.6,6.6,-37,-0.84
SITE209,1993,21.9,5.8,13.5,714.5,1188.0,1915,78,0,67.0,2.7,6.0,62,-0.68
SITE209,1994,21.9,5.9,13.6,230.6,1230.0,1922,77,0,63.0,2.5,6.6,-48,-0.61
SITE209,1995,22.0,6.0,13.7,341.2,1224.0,1931,77,0,63.0,2.7,6.3,-23,-0.52
SITE209,1996,22.0,6.0,13.7,574.0,1204.0,1927,77,0,65.0,2.6,6.4,30,-0.56
SITE209,1997,22.0,6.0,13.7,307.4,1226.0,1929,77,0,63.0,2.6,6.7,-30,-0.54
SITE209,1998,22.1,6.0,13.7,714.8,1194.0,1933,77,0,66.0,2.4,6.1,62,-0.49
SITE209,1999,22.1,6.1,13.8,378.7,1224.0,1938,76,0,63.0,2.8,6.6,-14,-0.45
SITE209,2000,22.1,6.1,13.8,346.5,1228.0,1940,76,0,63.0,2.7,6.4,-21,-0.42
SITE209,2001,22.1,6.1,13.8,467.9,1217.0,1940,76,0,64.0,2.8,6.3,6,-0.43
SITE209,2002,22.1,6.1,13.8,394.8,1223.0,1939,76,0,63.0,2.7,6.4,-10,-0.44
SITE209,2003,22.2,6.2,13.8,317.3,1232.0,1946,76,0,63.0,2.5,6.3,-28,-0.37
SITE209,2004,22.2,6.2,13.9,255.3,1238.0,1947,76,0,62.0,2.4,6.7,-42,-0.35
SITE209,2005,22.2,6.2,13.9,521.7,1217.0,1951,76,0,64.0,2.5,6.2,18,-0.32
SITE209,2006,22.3,6.2,13.9,364.9,1231.0,1953,75,0,63.0,2.5,6.4,-17,-0.3
SITE209,2007,22.5,6.5,14.2,552.7,1224.0,1976,74,0,63.0,2.8,6.1,25,-0.06
SITE209,2008,22.6,6.5,14.2,565.4,1227.0,1985,74,0,63.0,2.4,6.1,28,0.03
SITE209,2009,22.7,6.6,14.3,244.1,1257.0,1992,73,0,60.0,2.3,6.5,-45,0.1
SITE209,2010,22.7,6.6,14.3,372.3,1246.0,1992,73,0,61.0,2.4,6.5,-16,0.1
SITE209,2011,22.6,6.6,14.3,434.8,1239.0,1989,73,0,62.0,2.2,6.7,-1,0.06
SITE209,2012,22.6,6.6,14.3,425.5,1241.0,1991,73,0,62.0,2.5,6.2,-4,0.08
SITE209,2013,22.7,6.7,14.4,457.0,1241.0,1998,73,0,61.0,2.5,6.4,4,0.16
SITE209,2014,22.9,6.9,14.6,339.7,1259.0,2018,72,0,60.0,2.5,6.8,-23,0.36
SITE209,2015,23.0,7.0,14.7,272.9,1268.0,2027,71,0,59.0,2.3,6.6,-38,0.45
SITE209,2016,23.0,6.9,14.6,372.6,1258.0,2023,71,0,60.0,2.6,6.5,-16,0.41
SITE209,2017,23.0,7.0,14.7,294.6,1267.0,2029,71,0,59.0,2.7,6.4,-33,0.47
SITE209,2018,23.1,7.1,14.8,452.7,1258.0,2040,70,0,60.0,2.6,6.5,3,0.58
SITE209,2019,23.3,7.2,14.9,334.7,1273.0,2054,69,0,58.0,2.5,6.4,-24,0.72
SITE209,2020,23.3,7.2,14.9,363.0,1271.0,2055,69,0,59.0,2.4,6.6,-18,0.73
SITE209,2021,23.4,7.4,15.1,458.0,1267.0,2065,69,0,59.0,2.6,6.4,4,0.84
SITE209,2022,23.6,7.5,15.2,405.6,1278.0,2082,68,0,58.0,2.2,6.3,-8,1.01
SITE209,2023,23.6,7.6,15.3,338.0,1285.0,2085,68,0,57.0,2.5,6.5,-23,1.04
SITE209,2024,23.6,7.6,15.3,464.3,1275.0,2088,67,0,58.0,2.8,6.4,5,1.06
SITE210,1991,21.8,5.7,13.5,687.7,1215.0,1883,84,0,63.0,2.3,6.2,-19,-0.51
SITE210,1992,21.8,5.7,13.4,833.6,1209.0,1883,84,0,64.0,2.7,6.4,-1,-0.51
SITE210,1993,21.8,5.7,13.5,490.0,1224.0,1884,84,0,63.0,2.3,6.9,-42,-0.5
SITE210,1994,21.8,5.7,13.4,689.6,1214.0,1880,84,0,64.0,2.8,6.5,-18,-0.54
SITE210,1995,21.8,5.7,13.4,636.3,1217.0,1883,84,0,63.0,2.5,6.7,-25,-0.51
SITE210,1996,21.8,5.7,13.4,543.2,1220.0,1878,84,0,63.0,2.4,6.6,-36,-0.56
SITE210,1997,21.7,5.6,13.4,315.1,1228.0,1874,84,0,63.0,2.8,7.1,-63,-0.6
SITE210,1998,21.8,5.7,13.4,823.9,1207.0,1878,84,0,64.0,2.4,6.3,-3,-0.56
SITE210,1999,21.8,5.7,13.4,745.9,1211.0,1878,84,0,64.0,2.5,6.3,-12,-0.56
SITE210,2000,21.9,5.8,13.6,1023.6,1205.0,1894,83,0,64.0,2.5,6.0,21,-0.4
SITE210,2001,21.9,5.8,13.6,714.7,1218.0,1893,83,0,63.0,2.7,6.3,-16,-0.4
SITE210,2002,22.0,6.0,13.7,619.5,1227.0,1905,82,0,62.0,2.5,6.2,-27,-0.28
SITE210,2003,22.1,6.0,13.7,731.1,1225.0,1911,82,0,62.0,2.2,6.5,-14,-0.22
SITE210,2004,22.2,6.1,13.8,965.2,1218.0,1919,81,0,63.0,2.6,6.1,14,-0.13
SITE210,2005,22.2,6.2,13.9,980.7,1219.0,1923,81,0,63.0,2.6,6.3,16,-0.09
SITE210,2006,22.3,6.2,13.9,856.6,1226.0,1928,81,0,62.0,2.5,6.4,1,-0.04
SITE210,2007,22.3,6.3,14.0,1308.9,1209.0,1934,80,0,64.0,2.4,6.3,55,0.02
SITE210,2008,22.4,6.3,14.0,920.6,1226.0,1935,80,0,62.0,2.3,6.4,9,0.03
SITE210,2009,22.3,6.2,14.0,454.9,1246.0,1933,81,0,61.0,2.5,6.5,-46,0.01
SITE210,2010,22.4,6.3,14.0,1406.9,1206.0,1936,80,0,64.0,2.6,6.1,66,0.04
SITE210,2011,22.4,6.3,14.0,891.9,1228.0,1935,80,0,62.0,2.5,6.3,5,0.03
SITE210,2012,22.4,6.4,14.1,645.3,1241.0,1943,80,0,61.0,2.5,6.5,-24,0.11
SITE210,2013,22.5,6.4,14.1,1082.5,1225.0,1949,79,0,62.0,2.4,6.0,28,0.17
SITE210,2014,22.5,6.5,14.2,977.5,1231.0,1953,79,0,62.0,2.6,6.3,16,0.22
SITE210,2015,22.5,6.5,14.2,591.4,1248.0,1953,79,0,60.0,2.3,6.4,-30,0.21
SITE210,2016,22.6,6.5,14.2,743.0,1244.0,1960,79,0,60.0,2.8,6.4,-12,0.28
SITE210,2017,22.8,6.7,14.4,614.3,1256.0,1975,78,0,59.0,2.3,6.7,-27,0.44
SITE210,2018,22.9,6.8,14.5,834.8,1250.0,1986,77,0,60.0,2.6,6.4,-1,0.55
SITE210,2019,23.0,6.9,14.6,546.4,1267.0,1996,76,0,58.0,2.6,6.4,-35,0.66
SITE210,2020,22.9,6.9,14.6,1304.1,1232.0,1992,77,0,61.0,2.4,6.1,54,0.62
SITE210,2021,23.0,6.9,14.6,899.0,1252.0,1998,76,0,59.0,2.7,6.2,6,0.68
SITE210,2022,23.0,6.9,14.7,649.7,1264.0,2001,76,0,58.0,2.6,6.4,-23,0.71
SITE210,2023,23.1,7.1,14.8,558.9,1273.0,2012,75,0,58.0,2.7,6.7,-34,0.83
SITE210,2024,23.1,7.0,14.7,858.6,1258.0,2008,75,0,59.0,2.5,6.3,1,0.79
SITE211,1991,19.6,3.4,11.2,509.0,1053.0,1401,117,0,61.0,2.9,5.9,-6,-0.68
SITE211,1992,19.6,3.5,11.2,370.0,1063.0,1404,117,0,60.0,2.6,6.0,-32,-0.63
SITE211,1993,19.6,3.4,11.2,475.2,1055.0,1401,117,0,60.0,2.7,6.0,-12,-0.67
SITE211,1994,19.6,3.4,11.2,334.7,1063.0,1401,117,0,60.0,2.3,5.9,-38,-0.67
SITE211,1995,19.6,3.4,11.2,657.9,1045.0,1403,117,0,61.0,3.0,5.6,22,-0.64
SITE211,1996,19.7,3.5,11.3,952.9,1031.0,1409,116,0,63.0,2.8,5.4,76,-0.56
SITE211,1997,19.8,3.6,11.4,580.8,1056.0,1415,115,0,60.0,2.7,5.8,7,-0.47
SITE211,1998,19.8,3.6,11.4,388.4,1068.0,1417,115,0,59.0,2.9,5.9,-28,-0.45
SITE211,1999,19.9,3.7,11.5,383.2,1071.0,1421,114,0,59.0,2.8,6.3,-29,-0.39
SITE211,2000,19.9,3.8,11.5,452.5,1070.0,1428,114,0,59.0,2.6,5.8,-16,-0.3
SITE211,2001,20.0,3.9,11.6,551.1,1066.0,1432,113,0,59.0,2.8,5.7,2,-0.24
SITE211,2002,20.0,3.8,11.6,560.2,1066.0,1432,113,0,59.0,2.7,5.8,4,-0.24
SITE211,2003,20.0,3.9,11.6,822.5,1050.0,1433,113,0,60.0,2.8,5.7,52,-0.23
SITE211,2004,20.1,3.9,11.7,424.6,1077.0,1439,112,0,58.0,2.9,6.2,-22,-0.14
SITE211,2005,20.2,4.1,11.8,547.7,1074.0,1448,111,0,58.0,2.4,5.9,1,-0.02
SITE211,2006,20.1,3.9,11.7,366.3,1081.0,1439,112,0,58.0,2.8,6.1,-32,-0.14
SITE211,2007,20.1,4.0,11.7,390.7,1080.0,1442,112,0,58.0,2.7,6.3,-28,-0.11
SITE211,2008,20.2,4.1,11.8,682.1,1067.0,1449,111,0,59.0,2.4,5.7,26,-0.0
SITE211,2009,20.3,4.2,11.9,574.5,1076.0,1454,110,0,58.0,3.1,5.9,6,0.07
SITE211,2010,20.4,4.2,12.0,540.1,1080.0,1458,110,0,58.0,2.9,5.8,0,0.12
SITE211,2011,20.4,4.3,12.0,613.9,1077.0,1462,109,0,58.0,2.6,5.9,13,0.18
SITE211,2012,20.4,4.2,12.0,611.5,1077.0,1460,110,0,58.0,2.9,6.1,13,0.15
SITE211,2013,20.4,4.2,12.0,534.3,1081.0,1460,110,0,57.0,2.7,5.9,-1,0.15
SITE211,2014,20.5,4.3,12.0,466.5,1087.0,1464,109,0,57.0,2.2,5.8,-14,0.2
SITE211,2015,20.4,4.2,12.0,438.2,1087.0,1459,110,0,57.0,2.5,6.0,-19,0.14
SITE211,2016,20.5,4.4,12.1,390.3,1094.0,1469,109,0,56.0,2.8,5.9,-28,0.27
SITE211,2017,20.6,4.4,12.2,670.5,1080.0,1474,108,0,57.0,2.9,5.6,24,0.33
SITE211,2018,20.7,4.6,12.3,761.8,1080.0,1485,107,0,57.0,2.7,5.5,41,0.49
SITE211,2019,20.8,4.6,12.4,923.8,1071.0,1487,106,0,58.0,2.5,5.5,71,0.51
SITE211,2020,20.8,4.7,12.4,628.5,1091.0,1490,106,0,56.0,2.8,5.9,16,0.57
SITE211,2021,21.0,4.8,12.6,612.8,1097.0,1502,105,0,56.0,2.7,6.0,13,0.72
SITE211,2022,21.0,4.9,12.6,746.3,1091.0,1506,104,0,56.0,3.0,6.0,38,0.79
SITE211,2023,21.2,5.0,12.8,582.0,1106.0,1515,103,0,55.0,2.7,5.7,8,0.91
SITE211,2024,21.2,5.1,12.8,397.8,1120.0,1520,102,0,53.0,2.7,5.7,-26,0.98
SITE212,1991,19.2,2.4,10.5,442.7,1057.0,1301,130,0,61.0,2.5,5.8,14,-0.55
SITE212,1992,19.4,2.5,10.6,513.3,1057.0,1310,129,0,61.0,2.4,5.6,32,-0.41
SITE212,1993,19.4,2.5,10.6,240.9,1078.0,1308,129,0,59.0,2.7,6.2,-38,-0.43
SITE212,1994,19.5,2.6,10.7,385.2,1072.0,1318,127,0,59.0,2.3,6.0,-1,-0.29
SITE212,1995,19.5,2.6,10.7,295.1,1080.0,1319,127,0,58.0,2.8,6.0,-24,-0.27
SITE212,1996,19.6,2.7,10.8,328.7,1080.0,1325,126,0,58.0,2.7,5.8,-15,-0.19
SITE212,1997,19.6,2.7,10.8,371.9,1075.0,1322,127,0,59.0,3.2,5.8,-4,-0.23
SITE212,1998,19.5,2.6,10.7,271.1,1081.0,1318,127,0,58.0,3.0,6.1,-30,-0.28
SITE212,1999,19.6,2.7,10.8,301.3,1081.0,1321,127,0,58.0,2.4,6.2,-22,-0.24
SITE212,2000,19.5,2.7,10.8,600.5,1055.0,1320,127,0,61.0,2.8,5.6,55,-0.26
SITE212,2001,19.6,2.7,10.8,425.9,1070.0,1321,127,0,59.0,2.8,5.8,10,-0.24
SITE212,2002,19.6,2.7,10.8,568.1,1061.0,1325,126,0,60.0,2.4,5.8,46,-0.18
SITE212,2003,19.7,2.8,10.9,378.4,1079.0,1330,126,0,58.0,2.8,6.1,-2,-0.11
SITE212,2004,19.7,2.9,11.0,250.4,1092.0,1333,125,0,57.0,2.6,6.2,-35,-0.06
SITE212,2005,19.8,3.0,11.0,396.6,1083.0,1339,124,0,58.0,3.0,5.8,2,0.03
SITE212,2006,19.9,3.0,11.1,323.8,1091.0,1343,124,0,57.0,3.0,5.8,-17,0.09
SITE212,2007,19.9,3.0,11.1,440.7,1081.0,1343,124,0,58.0,2.9,5.8,14,0.08
SITE212,2008,19.8,3.0,11.1,422.9,1081.0,1340,124,0,58.0,2.7,5.6,9,0.05
SITE212,2009,19.9,3.1,11.2,420.6,1085.0,1346,123,0,58.0,2.9,5.9,8,0.13
SITE212,2010,19.9,3.0,11.1,486.3,1079.0,1346,123,0,58.0,2.8,5.6,25,0.13
SITE212,2011,19.9,3.0,11.1,537.9,1073.0,1343,124,0,59.0,2.6,5.8,39,0.09
SITE212,2012,19.9,3.0,11.1,407.8,1083.0,1342,124,0,58.0,2.7,5.9,5,0.07
SITE212,2013,19.8,3.0,11.1,530.7,1072.0,1340,124,0,59.0,2.7,5.5,37,0.03
SITE212,2014,19.9,3.1,11.2,253.1,1099.0,1346,123,0,56.0,3.4,6.2,-35,0.14
SITE212,2015,20.0,3.1,11.2,261.2,1099.0,1348,123,0,56.0,3.1,5.9,-33,0.17
SITE212,2016,20.0,3.1,11.2,346.9,1092.0,1349,123,0,57.0,2.4,6.1,-11,0.17
SITE212,2017,20.0,3.1,11.2,481.9,1082.0,1351,122,0,58.0,2.7,5.8,24,0.21
SITE212,2018,20.0,3.1,11.2,294.6,1097.0,1349,123,0,57.0,2.8,6.1,-24,0.17
SITE212,2019,19.9,3.0,11.1,358.3,1089.0,1344,123,0,57.0,2.8,5.8,-8,0.11
SITE212,2020,20.1,3.2,11.3,470.3,1087.0,1357,122,0,57.0,3.0,5.7,21,0.3
SITE212,2021,20.1,3.3,11.4,324.4,1101.0,1360,121,0,56.0,2.8,5.8,-16,0.35
SITE212,2022,20.2,3.4,11.5,336.3,1103.0,1366,120,0,56.0,2.8,5.8,-13,0.43
SITE212,2023,20.3,3.4,11.5,211.0,1115.0,1368,120,0,55.0,2.8,5.9,-46,0.46
SITE212,2024,20.4,3.5,11.6,358.7,1106.0,1375,119,0,56.0,2.7,5.7,-8,0.56
SITE213,1991,14.9,-3.1,5.6,518.6,916.0,758,189,0,61.0,2.7,5.5,65,-0.28
SITE213,1992,14.8,-3.2,5.4,289.5,932.0,754,190,0,59.0,2.7,5.8,-8,-0.4
SITE213,1993,14.8,-3.3,5.4,249.8,934.0,752,191,0,59.0,2.9,6.3,-21,-0.44
SITE213,1994,14.9,-3.2,5.5,271.0,935.0,755,190,0,59.0,2.9,5.9,-14,-0.36
SITE213,1995,14.9,-3.2,5.5,438.0,921.0,756,189,0,61.0,2.8,5.3,39,-0.34
SITE213,1996,15.0,-3.0,5.6,237.1,945.0,761,187,0,58.0,2.4,6.0,-25,-0.2
SITE213,1997,14.9,-3.2,5.5,338.7,930.0,756,189,0,60.0,2.7,5.8,8,-0.34
SITE213,1998,14.8,-3.2,5.4,364.4,925.0,753,191,0,60.0,2.7,5.7,16,-0.41
SITE213,1999,14.7,-3.3,5.3,305.8,926.0,750,192,0,60.0,2.8,5.9,-3,-0.5
SITE213,2000,14.8,-3.3,5.4,302.1,930.0,753,191,0,60.0,2.8,5.8,-4,-0.42
SITE213,2001,14.8,-3.3,5.4,322.9,926.0,751,191,0,60.0,3.1,5.8,3,-0.47
SITE213,2002,14.8,-3.3,5.4,226.2,935.0,751,191,0,59.0,2.7,5.9,-28,-0.46
SITE213,2003,14.8,-3.2,5.4,363.8,925.0,754,190,0,60.0,3.1,5.7,15,-0.4
SITE213,2004,14.8,-3.3,5.4,292.6,930.0,752,191,0,60.0,2.3,5.7,-7,-0.44
SITE213,2005,14.9,-3.2,5.5,390.0,925.0,755,190,0,60.0,2.8,5.5,24,-0.36
SITE213,2006,14.9,-3.1,5.5,282.3,936.0,757,189,0,59.0,2.7,5.7,-10,-0.3
SITE213,2007,15.0,-3.1,5.6,278.8,938.0,759,188,0,59.0,2.5,6.0,-12,-0.26
SITE213,2008,15.1,-3.0,5.7,434.1,928.0,762,187,0,60.0,2.4,5.5,38,-0.17
SITE213,2009,15.1,-3.0,5.7,475.8,925.0,763,187,0,60.0,2.7,5.6,51,-0.16
SITE213,2010,15.2,-2.8,5.8,388.4,938.0,769,185,0,59.0,3.0,5.6,23,-0.01
SITE213,2011,15.3,-2.8,5.9,229.6,956.0,771,184,0,57.0,2.8,6.2,-27,0.06
SITE213,2012,15.3,-2.7,5.9,288.4,952.0,773,183,0,57.0,2.8,5.6,-8,0.11
SITE213,2013,15.4,-2.6,6.0,445.1,942.0,777,182,0,58.0,2.8,5.8,41,0.2
SITE213,2014,15.6,-2.4,6.2,216.0,970.0,784,179,0,56.0,2.5,6.1,-31,0.38
SITE213,2015,15.7,-2.4,6.3,366.5,959.0,786,178,0,57.0,3.0,5.5,16,0.45
SITE213,2016,15.6,-2.4,6.2,213.9,970.0,784,179,0,55.0,3.0,6.0,-32,0.39
SITE213,2017,15.7,-2.4,6.3,222.6,972.0,786,178,0,55.0,2.2,6.2,-29,0.45
SITE213,2018,15.7,-2.3,6.3,294.2,967.0,788,177,0,56.0,2.7,5.5,-7,0.5
SITE213,2019,15.8,-2.3,6.4,331.4,966.0,790,176,0,56.0,2.8,5.9,5,0.54
SITE213,2020,15.8,-2.2,6.5,391.2,963.0,793,175,0,56.0,3.0,5.6,24,0.62
SITE213,2021,15.9,-2.1,6.5,307.5,974.0,795,174,0,55.0,2.4,5.9,-2,0.68
SITE213,2022,16.0,-2.1,6.6,409.6,966.0,797,174,0,56.0,2.6,5.7,30,0.74
SITE213,2023,16.0,-2.1,6.6,235.7,984.0,799,173,0,54.0,3.0,6.1,-25,0.77
SITE213,2024,16.0,-2.0,6.6,365.2,973.0,800,172,0,55.0,2.8,5.7,16,0.81
SITE214,1991,12.9,-5.1,3.5,275.6,857.0,595,204,0,62.0,2.8,5.5,25,-0.88
SITE214,1992,13.0,-5.0,3.7,258.1,865.0,599,202,0,61.0,2.6,5.7,17,-0.75
SITE214,1993,13.1,-5.0,3.7,188.0,875.0,601,201,0,60.0,2.8,6.1,-15,-0.7
SITE214,1994,13.2,-4.9,3.8,117.8,887.0,604,200,0,59.0,2.8,6.2,-47,-0.59
SITE214,1995,13.2,-4.9,3.8,225.6,874.0,604,200,0,60.0,2.9,6.1,2,-0.6
SITE214,1996,13.3,-4.8,3.9,130.2,890.0,607,198,0,59.0,3.0,5.8,-41,-0.49
SITE214,1997,13.3,-4.8,3.9,212.7,880.0,607,199,0,60.0,3.0,5.7,-4,-0.5
SITE214,1998,13.2,-4.8,3.8,195.4,879.0,604,200,0,60.0,2.8,6.0,-12,-0.57
SITE214,1999,13.2,-4.8,3.8,238.1,874.0,605,199,0,60.0,2.9,5.8,8,-0.56
SITE214,2000,13.3,-4.8,3.9,194.0,883.0,607,198,0,60.0,2.8,6.1,-12,-0.49
SITE214,2001,13.3,-4.8,3.9,141.8,888.0,607,198,0,59.0,2.7,6.1,-36,-0.5
SITE214,2002,13.4,-4.7,4.0,305.5,873.0,610,197,0,61.0,2.7,5.4,38,-0.4
SITE214,2003,13.4,-4.6,4.1,155.5,893.0,612,196,0,58.0,2.4,6.2,-30,-0.35
SITE214,2004,13.5,-4.6,4.1,212.5,888.0,613,195,0,59.0,3.0,6.1,-4,-0.29
SITE214,2005,13.5,-4.5,4.1,270.9,883.0,614,195,0,60.0,2.4,5.7,23,-0.25
SITE214,2006,13.6,-4.4,4.2,305.5,883.0,618,193,0,60.0,2.9,5.8,38,-0.15
SITE214,2007,13.7,-4.4,4.3,227.7,893.0,618,193,0,59.0,2.8,5.9,3,-0.13
SITE214,2008,13.8,-4.3,4.4,401.3,877.0,622,191,0,60.0,2.6,5.2,82,-0.0
SITE214,2009,13.7,-4.3,4.3,321.3,884.0,620,192,0,60.0,2.7,5.4,45,-0.08
SITE214,2010,13.8,-4.3,4.4,154.7,906.0,621,191,0,57.0,2.8,5.9,-30,-0.03
SITE214,2011,13.9,-4.1,4.5,168.7,911.0,627,189,0,57.0,2.6,6.1,-24,0.14
SITE214,2012,14.0,-4.0,4.6,265.4,904.0,630,187,0,58.0,2.7,5.6,20,0.25
SITE214,2013,14.1,-3.9,4.7,308.5,902.0,633,186,0,58.0,2.3,5.7,40,0.34
